counterId,opponentTeam,counterTeam,isHardCounter,battleType,description,video
IT-v-IT,IT,IT,FALSE,5v5,"Do this mirror match when you feel you have the upper hand on getting the first kill (turn meter will be on your side).  Concentrate on one toon (not Shoretrooper), and if you get the first kill, you'll win.",
JEDI_BASTILA-v-CLONES_SHAAKTI,JEDI_BASTILA,CLONES_SHAAKTI,TRUE,5v5,,https://www.youtube.com/watch?v=QhwRfO6Wjl0&t=255s
JEDI_BASTILA-v-GEONOSIANS,JEDI_BASTILA,GEONOSIANS,TRUE,5v5,,https://www.youtube.com/watch?v=padGqYGVRoI&t=327s
JEDI_BASTILA-v-JTR,JEDI_BASTILA,JTR,TRUE,5v5,"Having a tank helps (Hold/L3-37).  Work slowly towards killing them all using crits, as exposes can't be resisted.",
JEDI_BASTILA-v-SITH_TRI,JEDI_BASTILA,SITH_TRI,TRUE,5v5,,
JEDI_BASTILA-v-QIRA_NEST_HODA,JEDI_BASTILA,QIRA_NEST_HODA,TRUE,5v5,"These three characters should be enough to win against most Bastila Shan teams.  Enfys Nest counter-attacks, ignores taunts, and recovers protection under Qi'ra lead.  Hermit Yoda will heal, grant foresight, bonus 25% offense, and tenacity (which is crucial).",
JEDI_BASTILA-v-NEST_SOLO,JEDI_BASTILA,NEST_SOLO,TRUE,5v5,,
JEDI_BASTILA-v-NS_MT_NA,JEDI_BASTILA,NS_MT_NA,FALSE,5v5,Mother Talzin Leadership zeta recommended.  Mother Talzin's Plague will slowly eat through the team while Nightsister Zombie soaks up damage and Nightsister Acolyte constantly attacks while stealthed.,
JEDI_BASTILA-v-BH_BOSSK,JEDI_BASTILA,BH_BOSSK,FALSE,5v5,Soak up damage with Bossk's taunt.  Use Boba Fett's Execute on Grand Master Yoda to stop the buff train.,
JEDI_BASTILA-v-REBELS_CLS,JEDI_BASTILA,REBELS_CLS,FALSE,5v5,,
JEDI_BASTILA-v-FO_KRU,JEDI_BASTILA,FO_KRU,FALSE,5v5,Soak up damage with taunts from Kylo Ren (Unmasked) and First Order Stormtrooper.  Use Kylo Ren (Unmasked) stun on Grand Master Yoda to stop the buffs and slow him down.,
JEDI_BASTILA-v-IT_THRAWN,JEDI_BASTILA,IT_THRAWN,FALSE,5v5,Soak up damage with Shoretrooper.  Death Trooper's dispel is useful to control the buffs and his Deathmark helps beat the clock.,
JEDI_BASTILA_3v3-v-THRAWN_3v3,JEDI_BASTILA_3v3,THRAWN_3v3,FALSE,3v3,,
JEDI_BASTILA_3v3-v-QIRA_NEST_3v3,JEDI_BASTILA_3v3,QIRA_NEST_3v3,FALSE,3v3,,
JEDI_BASTILA_REVAN_3v3-v-DROIDS_ANTI_JEDI_3v3,JEDI_BASTILA_REVAN_3v3,DROIDS_ANTI_JEDI_3v3,TRUE,3v3,,
JEDI_REVAN-v-GALACTIC_REPUBLIC,JEDI_REVAN,GALACTIC_REPUBLIC,TRUE,5v5,"Padmé and Barriss Offee's zetas are required for sustainability, Ahsoka Tano's zeta is highly suggested.  When using Jedi Knight Anakin's AoE attack, first target a character you want to dispel (i.e. General Kenobi's taunt) since Ahsoka Tano will assist (if she has her zeta ability).  Other than that, follow the general strategy.",
JEDI_REVAN-v-SEP_DROIDS,JEDI_REVAN,SEP_DROIDS,TRUE,5v5,,
JEDI_REVAN-v-GEONOSIANS,JEDI_REVAN,GEONOSIANS,FALSE,5v5,"Geonosian Brood Alpha's zeta is required.  The Geonosians need to be equally geared with the Jedi Knight Revan team so that they have the synergy to heal and strip buffs, and the damage output to finish the Jedi off before getting picked off by the mass assists.  With the proper gear level, the Geos are able to keep the taunt off of General Kenobi so that they can first focus on killing Grand Master Yoda to trigger the auto-revive, then focus on Jolee Bindo to prevent him reviving any other Jedi.",
JEDI_REVAN-v-SITH_TRI,JEDI_REVAN,SITH_TRI,FALSE,5v5,"Option A which requires very fast Grand Admiral Thrawn: Sub Sith Empire Trooper for a Grand Moff Tarkin lead and outspeed them.  Use Darth Traya's Isolate then Thrawn's Fracture on Jedi Knight Revan.  Option B: Sub Sith Empire Trooper for Bastila Shan (Fallen), make Traya super tanky (lots of protection & crit avoidance arrow mod).  You'll survive the initial attack and slowly have Darth Nihilus Annihilate everyone.  In this case, Fracture Grand Master Yoda to stop the buffs and big damge, because Revan will get his turns anyways.  You want your Bastila Shan (Fallen) slower than your Darth Sion so she can apply debuffs after he uses his dispel.",
JEDI_REVAN-v-NS_MT,JEDI_REVAN,NS_MT,FALSE,5v5,"Zeta on Asajj Ventress' Rampage and Mother Talzin's leadership ability and G10+ Nightsister Zombie required.  Barriss Offee with zeta is an optional 5th character.  The Jedi will keep attacking and you'll keep reviving.  Kill Yoda first to trigger the instant revive, then kill Jolee, then kill the rest in any order.",
JEDI_REVAN-v-JTR,JEDI_REVAN,JTR,FALSE,5v5,"C-3PO substitution is highly recommended.  Apply healing immunity with Rey (Jedi Training) on Yoda and kill him.  This should trigger the instant revive, but he will not regain his health and protection.  Kill Jolee after the instant revive is done, then kill the rest in any order.",
JEDI_REVAN-v-REBELS_CLS_THRAWN,JEDI_REVAN,REBELS_CLS_THRAWN,FALSE,5v5,"This is a tough match.  Your Commander Luke Skywalker must be faster than their Jedi Knight Revan.  Shoot Jolee with Han, hit General Kenobi with CLS.  Use Han's buff while targeting Grand Master Yoda, so Chewbacca's assist hits him.  Stun GK with Chewie.  Use C-3PO's mass assist on Yoda (target your Thrawn so he gets translation).  Now either Thrawn or Revan will go next, and if Revan marks Thrawn or Chewie it'll be hard to win.  Fracture Yoda with Thrawn (which should trigger the instant revive).  Now kill Jolee then the rest in any order.",
JEDI_REVAN-v-EP_TRIO,JEDI_REVAN,EP_TRIO,FALSE,5v5,"Use Grand Admiral Thrawn's Fracture on Jedi Knight Revan, then kill Yoda twice to trigger the instant revive and prevent the tenacity up, then kill Revan next.  Save Darth Nihilus' Annihilate for Jolee Bindo.",
JEDI_REVAN_3v3-v-SITH_EMPIRE_3v3_JKRKILLER,JEDI_REVAN_3v3,SITH_EMPIRE_3v3_JKRKILLER,FALSE,3v3,,
JEDI_REVAN_3v3-v-REBELS_CLS_3v3,JEDI_REVAN_3v3,REBELS_CLS_3v3,FALSE,3v3,,
JTR-v-NS_MT,JTR,NS_MT,TRUE,5v5,Use Talia.  Be careful of the daze if Amilyn Holdo is present.  Don't waste Mother Talzin's AoE when foresight is active.  Plague will play a huge role in winning.,
JTR-v-SITH_TRI,JTR,SITH_TRI,TRUE,5v5,,
JTR-v-GEONOSIANS,JTR,GEONOSIANS,TRUE,5v5,,https://www.youtube.com/watch?v=padGqYGVRoI&t=327s
JTR-v-IT_THRAWN,JTR,IT_THRAWN,FALSE,5v5,Grand Admiral Thrawn's Fracture and Shoretrooper's crit immunity will significantly slow down the turn meter gains.  You could make Mother Talzin the 5th to help whittle down the health with Plague.,
JTR-v-FO_KRU,JTR,FO_KRU,FALSE,5v5,Exposes do much less damage to the Kylos.  Kylo Ren (Unmasked) stuns and First Order Officer and First Order Executioner's turn meter reduction cripple Rey (Jedi Training) and BB-8.,
JTR-v-REX,JTR,REX,FALSE,5v5,Can use Mother Talzin; or Wampa + General Kenobi; or Nightsister Acolyte + Nightsister Zombie.  Rex's lead turns the Resistance team's multiple crits against them.,
JTR_DROIDS-v-SITH_MAUL,JTR_DROIDS,SITH_MAUL,FALSE,5v5,"You want to make sure to have a fast Sith Assassin to grant your team turn meter and apply daze to the opponent before they start their turn meter train and kill all of you.  It may also help to substitute in a non-Sith character that can soak up some damage since they won't be hidden by Darth Maul's leadership.  (e.g. Enfys Nest, Old Ben, or Nightsister Zombie + Nightsister Acolyte)",
JTR_DROIDS_3v3-v-NS_MT_3v3,JTR_DROIDS_3v3,NS_MT_3v3,FALSE,3v3,,
JTR_DROIDS_3v3-v-REX_WAMPA,JTR_DROIDS_3v3,REX_WAMPA,FALSE,3v3,,
NS_ASAJJ_3v3-v-IT_3v3,NS_ASAJJ_3v3,IT_3v3,TRUE,3v3,,
NS_ASAJJ_3v3-v-REX_WAMPA,NS_ASAJJ_3v3,REX_WAMPA,FALSE,3v3,,
NS_ASAJJ_3v3-v-WAMPA_SOLO,NS_ASAJJ_3v3,WAMPA_SOLO,FALSE,3v3,,
NS_ASAJJ_3v3-v-SITH_TRI_3v3,NS_ASAJJ_3v3,SITH_TRI_3v3,FALSE,3v3,,
NS_MT-v-SITH_TRI,NS_MT,SITH_TRI,TRUE,5v5,,
NS_MT-v-IT_THRAWN,NS_MT,IT_THRAWN,TRUE,5v5,"Grand Admiral Thrawn's leadership zeta is required.  Don't use Magmatrooper against Enfys Nest.  Use Thrawn's Fracture against Nightsister Zombie to stop the taunt.  Try to kill one enemy with Deathtrooper's Terminate, since they can't revive, and then use Deathmark to finish the rest.  Shoretrooper's cleanse helps remove Plague.  Director Krennic is a good choice because he fuel's Death Trooper's turn meter.",https://www.youtube.com/watch?v=R1OuAWmgQZc&t=61s
NS_MT-v-EP,NS_MT,EP,TRUE,5v5,"Recommended to substitute in Wampa for his daze.  Darth Vader should go first, daze with Wampa to block turn meter gain, kill Old Daka first.  Use Emperor Palpatine's Shock to prevent Nightsister Zombie's taunt.  EP lead gives a lot of healing and turn meter for him and Darth Vader, and has lots of AoEs to work around Nightsister Zombie.  But you must ensure Emperor Palpatine is modded for potency.",https://www.youtube.com/watch?v=R1OuAWmgQZc&t=61s
NS_MT-v-BH_BOSSK,NS_MT,BH_BOSSK,TRUE,5v5,"Both of Bossk's zetas and Jango's Notorious Reputation zeta are required.  Bossk will soak up damage, Boba and Jango will kill enemies so there are no revives.  Heal back the damage you take by inflicting debuffs.  It would be best to mod your team for tenacity to protect yourself from stuns from Old Daka and Asajj Ventress.",https://www.youtube.com/watch?v=R1OuAWmgQZc&t=61s
NS_MT-v-BH_JANGO,NS_MT,BH_JANGO,TRUE,5v5,"Use Boba Fett's Execute to prevent revives.  Also, if Jango kills a character, they can't revive (other than Nightsister Zombie, of course).",
NS_MT-v-JEDI_BASTILA,NS_MT,JEDI_BASTILA,TRUE,5v5,"Use General Kenobi, Jolee Bindo, Obi-Wan Kenobi (Old Ben), and Grand Master Yoda.  This team will provide so much healing and taunting that the Nightsisters won't be able to get through Old Ben or General Kenobi before the revives.  If they are using Nightsister Acolyte, you can use Hermit Yoda, Ezra Bridger, Jedi Knight Anakin, and Ahsoka Tano.  JKA's AOE helps deal damage around the taunt, and Ahsoka/Ezra dispel the taunt.",
NS_MT-v-SEP_DROIDS,NS_MT,SEP_DROIDS,TRUE,5v5,"General Grievous's leadership zeta and B2 Battle Droid's zeta are required.  High tenacity across the whole team will help from the high amount of stuns.  Use B2 to dispel Nightsister Zombie's taunt, then kill Daka first.",https://www.youtube.com/watch?v=R1OuAWmgQZc&t=61s
NS_MT-v-FO_KRU,NS_MT,FO_KRU,TRUE,5v5,"The Kylos take reduced damage from Plague.  Kylo Ren (Unmasked)'s leadership can heal the Plague, if zeta'd.  Nightsisters have no anti-crit mechanics and no way to stop the turn meter train.",
NS_MT-v-IT,NS_MT,IT,FALSE,5v5,"You need a strong, well-modded team.  Must be extremely careful against Barriss Offee if she has a zeta.  Troopers gain more from deaths than Old Daka or Asajj Ventress.  You need fast kills and a lot of them.",https://www.youtube.com/watch?v=R1OuAWmgQZc&t=61s
NS_MT-v-CLONES_SHAAKTI,NS_MT,CLONES_SHAAKTI,FALSE,5v5,,
NS_MT-v-PHOENIX,NS_MT,PHOENIX,FALSE,5v5,"Gear 12 and zeta on Kanan Jarrus and Sabine Wren required.  Kanan's cleanse will be useful to get rid of Mother Talzin's Plague.  Kill Old Daka 3 times to stop the initial revives, then work on the other characters.",https://www.youtube.com/watch?v=R1OuAWmgQZc&t=61s
NS_MT-v-REBELS_CLS,NS_MT,REBELS_CLS,FALSE,5v5,,
NS_MT-v-SITH_MAUL,NS_MT,SITH_MAUL,FALSE,5v5,"Zeta on Savage Opress required.  Savage's zeta is needed for the heal over time.  Darth Maul benefits from enemy death.  Additional character substitutions could include: B2 Super Battle Droid, Darth Sidious, Enfys Nest, Wampa (unreliable against G11+ NS teams)",
NS_MT-v-GEONOSIANS,NS_MT,GEONOSIANS,FALSE,5v5,Need to be equally geared.  This team's health equalization and high health steal ensures Plague isn't too much of a problem.,https://www.youtube.com/watch?v=padGqYGVRoI&t=327s
NS_MT-v-EWOKS,NS_MT,EWOKS,FALSE,5v5,"Chief Chirpa and Wicket's zetas and very high gear levels are required.  You want to protect Ewok Elder, like calling him as Wicket's assist will give him stealth.  Control Asajj Ventress' turn meter as much as you can, since her AOE dispel is a strong counter to Ewoks.",https://www.youtube.com/watch?v=R1OuAWmgQZc&t=61s
NS_MT_3v3-v-REX_WAMPA,NS_MT_3v3,REX_WAMPA,FALSE,3v3,,
NS_MT_3v3-v-WAMPA_SOLO,NS_MT_3v3,WAMPA_SOLO,FALSE,3v3,,
NS_MT_3v3-v-BH_BOSSK_3v3,NS_MT_3v3,BH_BOSSK_3v3,FALSE,3v3,,
NS_MT_3v3-v-EP_3v3,NS_MT_3v3,EP_3v3,TRUE,3v3,,
NS_NEST-v-SITH_TRI,NS_NEST,SITH_TRI,TRUE,5v5,,
NS_NEST-v-IT_THRAWN,NS_NEST,IT_THRAWN,TRUE,5v5,"Grand Admiral Thrawn's leadership zeta is required.  Don't use Magmatrooper against Enfys Nest.  Use Thrawn's Fracture against Nightsister Zombie to stop the taunt.  Try to kill one enemy with Deathtrooper's Terminate, since they can't revive, and then use Deathmark to finish the rest.  Shoretrooper's cleanse helps remove Plague.  Director Krennic is a good choice because he fuel's Death Trooper's turn meter.",https://www.youtube.com/watch?v=R1OuAWmgQZc&t=61s
NS_NEST-v-EP,NS_NEST,EP,TRUE,5v5,"Recommended to substitute in Wampa for his daze.  Darth Vader should go first, daze with Wampa to block turn meter gain, kill Old Daka first, kill Enfys Nest last.  Use Emperor Palpatine's Shock to prevent Nightsister Zombie's taunt.  EP lead gives a lot of healing and turn meter for him and Darth Vader, and has lots of AoEs to work around Nightsister Zombie.  But you must ensure Emperor Palpatine is modded for potency.",https://www.youtube.com/watch?v=R1OuAWmgQZc&t=61s
NS_NEST-v-BH_BOSSK,NS_NEST,BH_BOSSK,TRUE,5v5,"Recommended to use Bossk, Boba Fett, Jango Fett, Dengar, and Zam Wesell.  Both of Bossk's zetas and Jango's Notorious Reputation zeta are required.  Bossk will soak up damage, Boba and Jango will kill enemies so there are no revives.  Heal back the damage you take by inflicting debuffs.  It would be best to mod your team for tenacity to protect yourself from stuns from Old Daka, Asajj Ventress, and Enfys Nest.",https://www.youtube.com/watch?v=R1OuAWmgQZc&t=61s
NS_NEST-v-BH_JANGO,NS_NEST,BH_JANGO,TRUE,5v5,"Use Boba Fett's Execute to prevent revives.  Also, if Jango kills a character, they can't revive (other than Nightsister Zombie, of course).  Leave Enfys Nest for last.",
NS_NEST-v-JEDI_BASTILA,NS_NEST,JEDI_BASTILA,TRUE,5v5,"Use General Kenobi, Jolee Bindo, Obi-Wan Kenobi (Old Ben), and Grand Master Yoda.  This team will provide so much healing and taunting that the Nightsisters won't be able to get through Old Ben or General Kenobi before the revives.  If they are using Nightsister Acolyte, you can use Hermit Yoda, Ezra Bridger, Jedi Knight Anakin, and Ahsoka Tano.  JKA's AOE helps deal damage around the taunt, and Ahsoka/Ezra dispel the taunt.",
NS_NEST-v-SEP_DROIDS,NS_NEST,SEP_DROIDS,TRUE,5v5,"General Grievous's leadership zeta and B2 Battle Droid's zeta are required.  High tenacity across the whole team will help from the high amount of stuns.  Use B2 to dispel Nightsister Zombie's taunt, then kill Daka first.  Save Enfys Nest for last.",https://www.youtube.com/watch?v=R1OuAWmgQZc&t=61s
NS_NEST-v-IT,NS_NEST,IT,FALSE,5v5,"You need a strong, well-modded team.  Must be extremely careful against Enfys Nest or Barriss Offee if they have a zeta.  Troopers gain more from deaths than Old Daka or Asajj Ventress.  You need fast kills and a lot of them.  ",https://www.youtube.com/watch?v=R1OuAWmgQZc&t=61s
NS_NEST-v-REX_WAMPA,NS_NEST,REX_WAMPA,FALSE,5v5,,
NS_NEST-v-REBELS_CLS,NS_NEST,REBELS_CLS,FALSE,5v5,,
OR_CARTH-v-SITH_TRI,OR_CARTH,SITH_TRI,TRUE,5v5,"You can 3v5 this team with only Darth Traya, Darth Sion, and Darth Nihilus.  You'll need both of Darth Traya's zetas and Darth Sion's Lord of Pain zeta.  You'll want to use Traya's Isolate on Zaalbar so that he doesn't taunt, then you'll use Darth Nihilus's annihilate to pick the rest of them off.",https://www.youtube.com/watch?v=D3jiJ3Cn2fQ
OR_CARTH-v-GALACTIC_REPUBLIC,OR_CARTH,GALACTIC_REPUBLIC,TRUE,5v5,"You can 3v5 this team with only Padmé Amidala, Jedi Knight Anakin, and Ahsoka Tano.  You need both of Padmé's zetas and a zeta on Ahsoka's Daring Padawan.  Because of all of the assists, you'll gain a lot of protection up.  Dispel Zaalbar's taunt with Ahsoka's basic, and apply Buff and Healing immunity to Canderous Ordo with Anakin's basic.  Kill Canderous first, then Carth, then kill the rest.",https://www.youtube.com/watch?v=D3jiJ3Cn2fQ
OR_CARTH-v-REBELS_CLS,OR_CARTH,REBELS_CLS,TRUE,5v5,"You can 3v5 this team with only Commander Luke Skywalker, Han Solo, and Chewbacca.  However, for a more assured win, you should add a fourth, like Scarif Rebel Pathfinder or C-3PO.  Use CLS's Use The Force to dispel Zaalbar's taunt and kill Canderous Ordo first, then Carth Onasi, then the rest.",https://www.youtube.com/watch?v=D3jiJ3Cn2fQ
OR_CARTH-v-JEDI_BASTILA,OR_CARTH,JEDI_BASTILA,TRUE,5v5,"Bastila Shan's leadership ability provides enough tenacity to completely stop the damage over time at the beginning of the battle.  You want to dispel Zaalbar's taunt and focus on Canderous Ordo first, then Carth Onasi, then the rest.  To work around the crit avoidance, make sure you have high offense (e.g. Grand Master Yoda, Ezra Bridger, Hermit Yoda for his Master's Training)",https://www.youtube.com/watch?v=D3jiJ3Cn2fQ
OR_CARTH-v-JTR,OR_CARTH,JTR,TRUE,5v5,"You need zetas on Rey (Jedi Training)'s leadership, and both of R2-D2 and BB-8's zetas.  Recommended to use Amilyn Holdo in place for Resistance Trooper, C-3PO, or Poe Dameron, her AOE daze prevents enemy counters and assists).  JTR's healing immunity will help prevent Zaalbar's taunt from constantly activating due to the team's constant healing.  Kill Canderous Ordo first, Carth Onasi next, then finish the rest.",https://www.youtube.com/watch?v=D3jiJ3Cn2fQ
OR_CARTH-v-FO_KRU,OR_CARTH,FO_KRU,TRUE,5v5,"Kylo Ren (Unmasked) and Kylo Ren benefit from the damage over times.  First Order Officer can give tenacity up to himself and another character, which also helps with damage over time.  Dispel Zaalbar's taunt, and just attack a bunch to get the turn meter train rolling.  To help work around the crit avoidance, keep Advantage on your team with Kylo Ren's Lash Out, First Order Executioner's basic against debuffed enemies, First Order Stormtrooper's Return Fire if zeta'd.  Could also sub in Captain Phasma in place of First Order Stormtrooper to focus the enemy attacks on KRU which will spread Advantage to the team (if KRU's Scarred is zeta'd) and for Phasma's Victory March.  Using Phasma makes it harder if going against Enfys Nest or Wampa, so keep them stunned with KRU.",https://www.youtube.com/watch?v=D3jiJ3Cn2fQ
OR_CARTH-v-REX_WAMPA,OR_CARTH,REX_WAMPA,TRUE,5v5,"Rex's tenacity up will help stop the damage over time, which in turn kills their extra damage and healing.  Wampa is a bit handicapped in this matchup due to the Carth team's crit avoidance, but having Mother Talzin and Darth Nihilus should be enough to overcome that.",
OR_CARTH-v-EP,OR_CARTH,EP,TRUE,5v5,"Emperor Palpatines leadership zeta is required.  You want to keep this team debuffed with Darth Vader and Grand Moff Tarkin, which will keep your turn meter train rolling.",
OR_CARTH-v-BH_JANGO,OR_CARTH,BH_JANGO,TRUE,5v5,,
OR_CARTH-v-SEP_DROIDS,OR_CARTH,SEP_DROIDS,TRUE,5v5,"Kill Canderous Ordo first, then Carth Onasi, then clean up.  B2 Battle Droid will reliably dispel Zaalbar and Juhani's taunts, and his buff immunity will also help.",https://www.youtube.com/watch?v=D3jiJ3Cn2fQ
OR_CARTH-v-GEONOSIANS,OR_CARTH,GEONOSIANS,TRUE,5v5,,
OR_CARTH-v-IT,OR_CARTH,IT,FALSE,5v5,,
OR_CARTH-v-NS_MT,OR_CARTH,NS_MT,FALSE,5v5,"Mother Talzin's leadership is recommended for the revives and increased potency.  You won't be able to avoid the damage over time, so this will be a long battle but Talzin's Plague and the stuns will win it for you.",https://www.youtube.com/watch?v=D3jiJ3Cn2fQ
OR_CARTH-v-EWOKS,OR_CARTH,EWOKS,FALSE,5v5,"The recommended team is Chief Chirpa, Wicket, Paploo, Ewok Elder, and Ewok Scout.  You'll need a zeta on Chief Chirpa and Wicket.  Use Paploo to dispel the taunt on Zaalbar, then kill Canderous Ordo, then Mission, then Carth.  You'll want to make sure that your offense is high enough to get through Zaalbar.",https://www.youtube.com/watch?v=D3jiJ3Cn2fQ
OR_CARTH-v-IT_THRAWN,OR_CARTH,IT_THRAWN,FALSE,5v5,"This can be a tough matchup because the team relies on you applying buff immunity to Zaalbar, so you'll want TIE Fighter Pilot as a 5th and he'll need to be modded for potency.  Once Zaalbar has buff immunity, fracture Canderous Ordo so that he doesn't keep applying damage over time debuffs.  Once he's dead, you can use Death Trooper's Deathmark to take the others out.",https://www.youtube.com/watch?v=D3jiJ3Cn2fQ
OR_CARTH_3v3-v-SEP_NUTE_3v3_GRIEVOUSDROIDEKA,OR_CARTH_3v3,SEP_NUTE_3v3_GRIEVOUSDROIDEKA,TRUE,3v3,,
OR_CARTH_3v3-v-JEDI_BASTILA_3v3,OR_CARTH_3v3,JEDI_BASTILA_3v3,FALSE,3v3,,
OR_CARTH_3v3-v-FO_KRU_3v3,OR_CARTH_3v3,FO_KRU_3v3,FALSE,3v3,,
OR_CARTH_3v3-v-REX_WAMPA,OR_CARTH_3v3,REX_WAMPA,FALSE,3v3,,
OR_CARTH_3v3_MISSIONVAOZAALBAR-v-SEP_NUTE_3v3_GRIEVOUSDROIDEKA,OR_CARTH_3v3_MISSIONVAOZAALBAR,SEP_NUTE_3v3_GRIEVOUSDROIDEKA,TRUE,3v3,,
OR_CARTH_3v3_MISSIONVAOZAALBAR-v-RESISTANCE_FINN_3v3,OR_CARTH_3v3_MISSIONVAOZAALBAR,RESISTANCE_FINN_3v3,TRUE,3v3,"Use Finn and R2-D2's stuns to control Carth Onasi and Mission Vao so Rey (Scavenger).  Use R2-D2's stealth early, so you can get Rey's offense up.  Rey (Scavenger) should have enough damage to take Zaalbar out at the end.  ",
OR_CARTH_3v3_MISSIONVAOZAALBAR-v-THRAWN_3v3_SHOREDEATH,OR_CARTH_3v3_MISSIONVAOZAALBAR,THRAWN_3v3_SHOREDEATH,TRUE,3v3,,
OR_CARTH_3v3_MISSIONVAOZAALBAR-v-JEDI_BASTILA_3v3,OR_CARTH_3v3_MISSIONVAOZAALBAR,JEDI_BASTILA_3v3,FALSE,3v3,,
OR_CARTH_3v3_MISSIONVAOZAALBAR-v-FO_KRU_3v3,OR_CARTH_3v3_MISSIONVAOZAALBAR,FO_KRU_3v3,FALSE,3v3,,
PHOENIX-v-WAMPA_SOLO,PHOENIX,WAMPA_SOLO,TRUE,5v5,"A strong Wampa can solo medium-high level Phoenix teams.  Wampa has extra offense against Rebels, inflicts healing immunity and daze, and kills Phoenix teams by counterattacking.  Normal additions include a Rex lead to add health and cleanse Wampa of daze, and Hermit Yoda to supercharge Wampa with Master's Training.  If you need even more help, you could add a Boba Fett lead to increase Wampa's crit chance/damage; a Director Krennic lead with Death Trooper pairs well due to their ability block, extra debuffs, and extra damage to Rebels; or you could include any other character that will cleanse Wampa.",
PHOENIX-v-NEST_SOLO,PHOENIX,NEST_SOLO,TRUE,5v5,"You want your Enfys Nest to be modded with high Tenacity to prevent Daze and Stun.  Take out Sabine Wren first, then Garazeb ""Zeb"" Orrelios.",
PHOENIX-v-EWOKS,PHOENIX,EWOKS,FALSE,5v5,"Works well since this team doesn't rely on debuffs and has high turn meter gain and assists.  Use Logray's daze to stop assists and counter attacks.  Without Logray, it's also possible to land big blows from stealth using Ewok Scout and Wicket.  Focus on one character at a time to remove the unique ability they are sharing with the team.",
PHOENIX-v-EP,PHOENIX,EP,TRUE,5v5,,
PHOENIX-v-REBELS_CLS,PHOENIX,REBELS_CLS,TRUE,5v5,,
PHOENIX-v-SITH_MAUL,PHOENIX,SITH_MAUL,FALSE,5v5,"Works well since this team has daze all, turn meter gain, good damage, and doesn't rely on debuffs.  Focus on one character at a time to remove the unique ability they are sharing with the team.",
